Perturbation,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,PNSA1,PPSA1,DPSA1,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,RNCS,RPCS,TASA,TPSA,RASA,RPSA,HybRatio,FCSP3,AETA_beta,ETA_beta_s,AETA_beta_s,ETA_beta_ns,AETA_beta_ns,ETA_beta_ns_d,AETA_beta_ns_d,ETA_eta,AETA_eta,ETA_eta_L,AETA_eta_L,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,nRot,RotRatio,SLogP,SMR,TopoPSA,GGI1,GGI2,Vabc,MW,AMW,WPath,WPol,Zagreb1
../datasets/input/FXR_2/poses/FXR79/ligand.mol>../datasets/input/FXR_2/poses/INT01/ligand.mol,-1.0,0.0,0.0,0.0,-2.0,-3.0,0.0,0.0,-2.0,-161.13239870948905,-2.0,-3.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-44.94960876920061,14.704767679584279,59.65437644878489,-0.024886149330854812,0.024886149330854646,-71.8566268239573,-0.3479303758938386,-0.026840161403238,0.0006942313074997097,-229.94285894010824,-0.4493078208289507,59.49586515447663,-89.74070624409327,0.0719800041041978,-0.07198000410419823,0.010869565217391297,0.010869565217391297,0.012333965844402162,-2.0,-0.0033206831119544367,-1.5,0.01565464895635671,0.0,0.0014231499051233394,-3.6256758892428778,-0.02027785649620184,-0.5155854182781399,0.006650507287612323,-27.02000000000004,0.019230769230769273,-2.0,0.0,-2.6072070000000025,-0.732793000000008,0.0,0.0,0.0,0.0,0.0,-1.0,-0.017293233082706763,1.6365000000000034,-4.330499999999972,-40.129999999999995,-1.5,-0.666666666666667,-30.92175070522569,-42.98255278790998,-0.4284392278159963,-798.0,-6.0,-16.0
../datasets/input/FXR_2/poses/INT01/ligand.mol>../datasets/input/FXR_2/poses/FXR79/ligand.mol,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,161.13239870948905,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,44.94960876920061,-14.704767679584279,-59.65437644878489,0.024886149330854812,-0.024886149330854646,71.8566268239573,0.3479303758938386,0.026840161403238,-0.0006942313074997097,229.94285894010824,0.4493078208289507,-59.49586515447663,89.74070624409327,-0.0719800041041978,0.07198000410419823,-0.010869565217391297,-0.010869565217391297,-0.012333965844402162,2.0,0.0033206831119544367,1.5,-0.01565464895635671,0.0,-0.0014231499051233394,3.6256758892428778,0.02027785649620184,0.5155854182781399,-0.006650507287612323,27.02000000000004,-0.019230769230769273,2.0,0.0,2.6072070000000025,0.732793000000008,0.0,0.0,0.0,0.0,0.0,1.0,0.017293233082706763,-1.6365000000000034,4.330499999999972,40.129999999999995,1.5,0.666666666666667,30.92175070522569,42.98255278790998,0.4284392278159963,798.0,6.0,16.0
../datasets/input/FXR_2/poses/FXR73/ligand.mol>../datasets/input/FXR_2/poses/INT01/ligand.mol,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-46.86281657243376,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-12.201452257931692,-7.51533859488336,4.6861136630483315,-0.0020940749201864284,0.0020940749201863174,-26.043228756633653,-20.819769922508954,-0.06290150820140156,0.001917749999636842,-229.44554348174583,-188.89181093654705,58.79222706279927,-78.50901791561469,0.06403275777736839,-0.06403275777736885,0.0,0.0,0.0017641129032257563,-0.75,-0.0037802419354838745,-0.5,0.005544354838709631,-0.5,-0.015120967741935484,-1.156610927332089,-0.005558375141919258,-0.15337087198305177,0.002933229688622946,-9.009999999999991,0.009796806966618332,-1.0,-1.0,-0.8020000000000067,-7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.003174603174603177,0.29439999999999955,-1.6647999999999854,-20.22999999999999,-1.0,-0.44444444444444553,-8.790226951490581,-15.994914619999918,-0.11455655428446754,-269.0,-2.0,-6.0
../datasets/input/FXR_2/poses/INT01/ligand.mol>../datasets/input/FXR_2/poses/FXR73/ligand.mol,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,46.86281657243376,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.201452257931692,7.51533859488336,-4.6861136630483315,0.0020940749201864284,-0.0020940749201863174,26.043228756633653,20.819769922508954,0.06290150820140156,-0.001917749999636842,229.44554348174583,188.89181093654705,-58.79222706279927,78.50901791561469,-0.06403275777736839,0.06403275777736885,0.0,0.0,-0.0017641129032257563,0.75,0.0037802419354838745,0.5,-0.005544354838709631,0.5,0.015120967741935484,1.156610927332089,0.005558375141919258,0.15337087198305177,-0.002933229688622946,9.009999999999991,-0.009796806966618332,1.0,1.0,0.8020000000000067,7.105427357601002e-15,0.0,0.0,0.0,0.0,0.0,0.0,-0.003174603174603177,-0.29439999999999955,1.6647999999999854,20.22999999999999,1.0,0.44444444444444553,8.790226951490581,15.994914619999918,0.11455655428446754,269.0,2.0,6.0
../datasets/input/FXR_2/poses/FXR75/ligand.mol>../datasets/input/FXR_2/poses/INT01/ligand.mol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-3.179541877127349,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,76.09421698988763,-46.95540407577414,-123.04962106566177,0.053741164348564185,-0.05374116434856413,104.3443925645114,-36.5106639391156,0.0030252917722546346,0.0024836408903037843,0.6694235196746972,-0.9999276446128089,56.01864076930792,-26.87982785519472,0.025675812800972198,-0.02567581280097249,-0.01185770750988141,-0.01185770750988141,-0.016129032258064502,-0.5,-0.016129032258064502,0.0,0.0,0.0,0.0,0.29847168651171785,0.009628118919732809,0.08121294140377522,0.0026197723033475895,-0.009999999999990905,-0.010180995475113086,-1.0,0.0,1.2367929999999916,-0.13679300000000438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6050000000000013,2.2049999999999983,-12.889999999999986,0.0,0.0,6.299224626137516,-0.9952489679999417,-0.21409149433182328,0.0,0.0,0.0
../datasets/input/FXR_2/poses/INT01/ligand.mol>../datasets/input/FXR_2/poses/FXR75/ligand.mol,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,3.179541877127349,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-76.09421698988763,46.95540407577414,123.04962106566177,-0.053741164348564185,0.05374116434856413,-104.3443925645114,36.5106639391156,-0.0030252917722546346,-0.0024836408903037843,-0.6694235196746972,0.9999276446128089,-56.01864076930792,26.87982785519472,-0.025675812800972198,0.02567581280097249,0.01185770750988141,0.01185770750988141,0.016129032258064502,0.5,0.016129032258064502,0.0,0.0,0.0,0.0,-0.29847168651171785,-0.009628118919732809,-0.08121294140377522,-0.0026197723033475895,0.009999999999990905,0.010180995475113086,1.0,0.0,-1.2367929999999916,0.13679300000000438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6050000000000013,-2.2049999999999983,12.889999999999986,0.0,0.0,-6.299224626137516,0.9952489679999417,0.21409149433182328,0.0,0.0,0.0
../datasets/input/FXR_2/poses/INT01/ligand.mol>../datasets/input/FXR_2/poses/FXR10/ligand.mol,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,143.88239870948883,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,40.459841205507246,-14.566124623510404,-55.02596582901765,0.02302420453300308,-0.023024204533002968,63.73262211122824,-2.0283220116159555,0.02684031575572557,-0.0006941335128364257,237.26107173336626,0.055337925670951194,-65.05429634424002,90.94801292623717,-0.07356874221939613,0.07356874221939656,-0.010869565217391297,-0.010869565217391297,-0.012333965844402162,2.0,0.0033206831119544367,1.5,-0.01565464895635671,0.0,-0.0014231499051233394,3.422939157257666,0.014315011437813219,0.5155854182781381,-0.006650507287612378,27.02000000000004,-0.019230769230769273,2.0,0.0,2.6072070000000025,0.732793000000008,0.0,0.0,0.0,0.0,0.0,1.0,0.017293233082706763,-1.6365000000000025,4.330499999999972,40.129999999999995,1.5,0.8888888888888902,30.92175070522569,42.98255278790987,0.42843922781599453,873.0,6.0,16.0
../datasets/input/FXR_2/poses/FXR10/ligand.mol>../datasets/input/FXR_2/poses/INT01/ligand.mol,-1.0,0.0,0.0,0.0,-2.0,-3.0,0.0,0.0,-2.0,-143.88239870948883,-2.0,-3.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-40.459841205507246,14.566124623510404,55.02596582901765,-0.02302420453300308,0.023024204533002968,-63.73262211122824,2.0283220116159555,-0.02684031575572557,0.0006941335128364257,-237.26107173336626,-0.055337925670951194,65.05429634424002,-90.94801292623717,0.07356874221939613,-0.07356874221939656,0.010869565217391297,0.010869565217391297,0.012333965844402162,-2.0,-0.0033206831119544367,-1.5,0.01565464895635671,0.0,0.0014231499051233394,-3.422939157257666,-0.014315011437813219,-0.5155854182781381,0.006650507287612378,-27.02000000000004,0.019230769230769273,-2.0,0.0,-2.6072070000000025,-0.732793000000008,0.0,0.0,0.0,0.0,0.0,-1.0,-0.017293233082706763,1.6365000000000025,-4.330499999999972,-40.129999999999995,-1.5,-0.8888888888888902,-30.92175070522569,-42.98255278790987,-0.42843922781599453,-873.0,-6.0,-16.0
../datasets/input/FXR_2/poses/FXR10/ligand.mol>../datasets/input/FXR_2/poses/FXR38/ligand.mol,-1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,16.865546657047616,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-37.74569468081313,141.73548452322393,179.48117920403706,-0.06974652984057128,0.069746529840571,15.065159013952666,246.24735582191454,-0.0029111509502401933,0.0029546902480945547,-171.6057605369528,30.410947500174345,134.00073223015772,-30.01094238774698,0.03596278833092614,-0.035962788330926504,0.030000000000000027,0.030000000000000027,-0.015546218487395125,0.75,0.003361344537815114,0.0,-0.018907563025210017,0.0,-0.000420168067226891,1.4981321409758266,0.014430691621352576,0.311098025395216,0.002014694590395494,9.0,-0.03448275862068967,0.0,0.0,3.670378999999997,3.877621000000012,0.0,0.0,0.0,0.0,0.0,0.0,-0.0033738191632928516,1.4231000000000016,7.008999999999901,-13.829999999999998,0.0,0.22222222222222232,18.614214697728244,15.022926516090138,-0.45490516149769356,337.0,2.0,4.0
../datasets/input/FXR_2/poses/FXR38/ligand.mol>../datasets/input/FXR_2/poses/FXR10/ligand.mol,1.0,0.0,0.0,0.0,-4.0,-1.0,0.0,0.0,0.0,-16.865546657047616,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0,37.74569468081313,-141.73548452322393,-179.48117920403706,0.06974652984057128,-0.069746529840571,-15.065159013952666,-246.24735582191454,0.0029111509502401933,-0.0029546902480945547,171.6057605369528,-30.410947500174345,-134.00073223015772,30.01094238774698,-0.03596278833092614,0.035962788330926504,-0.030000000000000027,-0.030000000000000027,0.015546218487395125,-0.75,-0.003361344537815114,0.0,0.018907563025210017,0.0,0.000420168067226891,-1.4981321409758266,-0.014430691621352576,-0.311098025395216,-0.002014694590395494,-9.0,0.03448275862068967,0.0,0.0,-3.670378999999997,-3.877621000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0033738191632928516,-1.4231000000000016,-7.008999999999901,13.829999999999998,0.0,-0.22222222222222232,-18.614214697728244,-15.022926516090138,0.45490516149769356,-337.0,-2.0,-4.0
